sentence,cluster_label,dim1,dim2
"It was admitted that the ""Carslogie"" was solely to blame.
",2,-0.0811641,-1.0856259
"From the start of his career, Ravel appeared calmly indifferent to blame or praise.
",1,-0.6785834,1.6839218
"Some put the blame on hip hop becoming less lyrical over time, such as Soulja Boy's 2007 debut album ""souljaboytellem.com"" which was met with negative reviews.
",1,-2.3936834,1.9849427
"Blitzen guilts Robbie into leaving after saying Rudolph will receive the blame for his son causing a late Christmas.
",1,-1.725647,2.153284
"Historians that attribute responsibility for the war to Athens cite this event as the main cause for blame.
",1,-0.768674,1.1794834
"In 1855, the latter published ""Carpenters' Cartel"" and ""Is She To Blame?"".
",0,8.02829,2.8146303
"He claimed the Kremlin was controlled by Jews and Zionists, to blame for the demise of the Communist Party, the Chechen conflict and other problems.
",2,-0.112483524,-2.0260205
"The fans blame him for causing the end of the show.
",2,2.146498,-1.5995166
"The libertarian magazine, ""Reason"", criticized Callahan for placing too much blame for cheating on the rise of laissez-faire economics.
",1,-1.4606745,0.95408183
"Alonso also did not place any blame on Button, saying that it was the final incident on a day that ""everything went wrong"".
",1,-2.1077642,0.43887538
"Fault, a 4-year-old daughter of Blame, captured the $400,000 Grade 1 Santa Margarita Stakes at Santa Anita on March 17, pulling away for a 6-and-a-half length win under jockey Geovanni Franco.
",0,6.650824,4.331259
"King Henry VIII chose to stand by Cranmer, and London took much of the blame for the plot, possibly to protect Gardiner.
",1,-2.3979344,1.1792275
"In light of a national coal shortage following World War I, Parry argued that the network was under great strain due to ever-increasing volumes of freight, and the use of steam traction was partly to blame.
",2,-0.11362866,-2.7567122
"It was alleged that MCMC's collections and billing department was primarily to blame for patients being unable to successfully pay off their medical bills.
",2,-0.48949248,-3.2972558
"There is a rumor that actor Clark Gable was responsible for the hit and run, but that MGM general manager Eddie Mannix paid Huston to take the blame.
",1,-1.5069722,1.0228255
"Original television footage was inconclusive, and Cogan firmly assessed the blame on Guerrero, claiming that Guerrero cut down on him.
",1,-2.1376286,1.8954629
"He also said part of the blame should be placed on an offensive line that lost several starters and had not been able to consistently protect McCoy.
",1,-2.0740268,1.3371545
"The charges recoiled on Appleton, and Badiley was not only cleared of all blame but was on 7 December promoted to be rear-admiral of the fleet, a rank equivalent then to what was afterwards known as admiral of the blue squadron.
",1,-1.4316545,0.8431254
"Examples of the problems partially caused by this mis-governance included the Glencoe Massacre, the ill-fated Darien Scheme (the failure of which was partially attributable to King William's concession to English mercantile interest) and the ""seven ill years"" (seven bad harvests experienced by Scottish farmers between 1692 and 1698, blame for which must also lie partially with archaic tools, expertise and practices in use at that time).
",1,-1.9309409,0.28068766
"The story follows Lord Jack Carstares, an English nobleman who becomes a highwayman after taking the blame during a cheating scandal years before.
",1,-1.9422954,2.699646
"Some argue that the media's standards of beauty led to young girls having a lower self esteem, and blame the media for contributing to eating disorders.
",2,2.7568736,-2.802589
"But deal to us the blame.
",1,-2.1356983,2.6359248
"However, he insisted that he was taking the blame for someone else, that person being Donna, who was on the verge of being arrested until he lied and said he poisoned Eric Forrester.
",1,-2.3691733,1.6696004
"During the 1980s Margaret Thatcher and Norman Tebbit would blame Jenkins for family breakdowns, the decline of respect for authority and the decline of social responsibility.
",2,1.8163286,-3.3338592
"Confidence in the UK entry was low for both fans and the public, and in the actual contest held in Riga, Jemini picked up the UK's worst-ever showing, scoring ""nul points"" and finishing last, due to a very poor performance, although some reports attempted to blame European disapproval of the US-UK invasion of Iraq for the failure of any nation to give the UK even one point.
",2,2.3365786,-3.3969407
"Political and energy experts describe ""nothing short of a nationwide loss of faith, not only in Japan's once-vaunted nuclear technology but also in the government, which many blame for allowing the accident to happen"".
",-1,0.82611793,-4.9413605
"""It is in no way something where the blame is laid on the athlete,"" said IAAF General Secretary István Gyulai of the positive result.
",1,-2.4240713,1.3823583
"Anne of Cleves, after being cleared of any blame, remains in her new home in England and outlives not only her supplanter, but Henry himself.
",1,-0.75352454,1.1338046
"During this time, tensions rise in the town, while parents fear more disappearances and the townspeople seek someone to blame.
",2,-0.2764313,-2.2952375
"According to ""Christianity Today"", ""thousands of Christian villagers in China have been told to take down displays of Jesus, crosses, and gospel passages from their homes as part of a government propaganda effort to “transform believers in religion into believers in the party.”"" It is found that some CPC members believe families’ faith is to blame for their financial woes, and the poster swaps in villagers’ homes represent the party’s desire to have residents look to their leaders, rather than their Savior, for assistance.
",2,-0.87924546,-4.3150716
"On 28 June 1919, Germany signed the Treaty of Versailles, a peace treaty which ended the formal state of war and imposed various punitive measures upon Germany, including military restriction, loss of territory and colonies, war debt, and effective acceptance of blame for the initiation of hostilities in World War I.
",1,-1.0123392,2.244312
"He vowed to be a good dad and he’ll blame himself totally.
",2,0.053904217,-0.9983812
"Lyttle in his turn placed the blame on Craig.
",1,-2.5421343,2.0744493
"Deano causes trouble by spiking Stacey Slater's (Lacey Turner) alcohol with drugs and allowing Bradley Branning (Charlie Clements) to take the blame, stealing The Queen Victoria public house's bust and driving recklessly, crashing a car – behaviour prompted by the anniversary of his brother Jimbo's (Lloyd Richards) death.
",1,-2.4415655,2.2603908
"Whether they were villains or victims, he seemed to think they had brought their troubles on themselves; they were probably to blame.
",2,-1.0365374,-1.8820001
"Then a second badly burnt body is found, and this time the forensic doctor cannot blame it on the weather.
",2,1.0781728,-1.8329014
"Queensland Premier Annastacia Palaszczuk said she was also disappointed that the athletes were not able to march during the ceremony, laying the blame on GOLDOC.
",1,-2.8525655,1.0113509
"In May 1924, Strandman didn't blame his predecessor Georg Vestel for deliberately creating hyperinflation, only for sheer optimism about his policies.
",2,1.582949,-2.7015817
"In June 2019, Hastings described the Conservative Party leadership candidate Boris Johnson as ""unfit for national office, because it seems he cares for no interest save his own fame and gratification...premiership will almost certainly reveal a contempt for rules, precedent, order and stability...If the price of Johnson proves to be Corbyn, blame will rest with the Conservative party, which is about to foist a tasteless joke upon the British people – who will not find it funny for long.""
",1,-1.1764178,2.1128213
"However, this blame is misdirected as most GMs are not developers and cannot resolve those types of problems.
",1,-1.2729958,2.5883083
"Burrell places the blame firmly with Colvin, but Carcetti refuses to accept his excuses and makes a speech about his inability to forgive the way that West Baltimore has been neglected.
",1,-1.8308395,2.8389356
"Scientists with the dam project dismissed the rumors outright, and Iranian officials pointed some blame for the rumors on the political opposition parties from outside Iran.
",1,-1.1859956,0.8466963
"In an attempt to save the merger that she had created and unwilling to take any responsibility, Meredith had set up the sexual encounter between her and Tom to falsely accuse him of sexual harassment to force him out of DigiCom so she could blame him for the changes, with Blackburn's support, while covering up the CD-ROM problems from him.
",2,0.8442757,-1.9037602
"Lachlan allows Gerry's friend Doug Potts (Duncan Preston) to take the blame.
",1,-2.2128747,1.9496253
"However, the fire chief does not seem to understand him and decides that the blame for the fire will be placed on electrical problems, in order to leave the integrity of Chet Elderson's name intact.
",1,-2.5391176,1.4382728
"Blame for the disaster rests upon the National Coal Board.
",-1,2.445608,10.18102
"Camil explained in an interview that the group received information that during the 1972 Republican National Convention, the government was going to shoot someone and blame it on the anti-war protesters.
",2,1.088519,-1.4795635
"Despite Turpin's pleas that he had been told the trial would be held in Essex, the judge replied: ""Whoever told you so were highly to blame; and as your country have found you guilty of a crime worthy of death, it is my office to pronounce sentence against you"", sentencing him to death.
",2,-0.770656,-1.1215603
"Everywhere there is a tendency to blame the victim; however, gang rapes are almost always premeditated in their intent, target victim(s), social proof, and psychological causes.
",2,-0.07551104,-0.9098237
"The name Blage has replaced the word ""blame"" in earlier editions of the poem.
",1,-0.11128204,2.5970848
"Although he was exonerated from blame he was required to resign his commission, which was passed to Sir Charles Gerard.
",1,-0.22677818,2.2523515
"The editorial board of the ""New York Post"" wrote on October 8, 2012, that the film ""Won't Back Down""—a fictionalized account of a parent-trigger takeover at a neighborhood public school—had drawn what the editorial termed ""the acid-laced enmity"" of Weingarten, who had accused the film of employing ""the most blatant stereotypes and caricatures I have ever seen"" and of placing blame for failing schools ""on the wrong culprit: America's teachers unions.""
",1,-1.5679935,0.4096437
"In Australia, little blame was apportioned to O'Halloran for his part in this affair; not so for Governor Gawler, who was severely criticised by sections of the press, notably the ""Register"".
",1,-1.3282223,1.3753785
"Jackson placed blame for the Yazoo land fraud on his political enemies, including James Gunn and the Federalists.
",1,-1.5427302,1.2571231
"Zapatero's supporters blame his opponents for that and the People's Party blames him stating facts such as the increase in the acts of violence committed against them, especially in the months before and during the war in Iraq.
",2,1.3795737,-2.37912
"He is reminded by McCay of his humanity to see things through the perspective as the man he once was and decides no one is to blame.
",2,-1.2559022,-2.247092
"Instead, the people decided to blame those who were involved with Robespierre in any way, namely the many members of the Jacobin Club, their supporters, and individuals suspected of being past revolutionaries.
",2,0.67858565,-1.5465171
"The coroner, Edgar Wood, concluded that ""there did not seem to blame attached to anyone"" and ""that Harry Myers, on Saturday Nov. 3rd 1906, while playing a game of Rugby football on the Crown Flatts ground, Dewsbury, collided suddenly with another player and sustained a fracture, dislocation of the back, and laceration of the spinal cord, resulting in death on the 19th inst.
",1,-1.6279739,1.1435221
"In 1950, his mother continued to lay the blame on others saying: ""I don't think my son would come up with anything like that on his own"".
",1,-2.7017674,1.9283218
"In asking ""who do I sue,"" a plaintiff in a traditional car crash would assign blame to the driver or the car manufacturer, depending on the cause of the crash.
",1,-1.5877395,0.8042737
"Culpability for the fire is blamed on all ethnic groups and clear blame remains elusive.
",1,-1.1962178,1.7245097
"Seeing Guyot, Napoleon aggressively criticized him for the incident and, after Guyot attempted to put the blame on the artillery company captain, Napoleon began a furious rant, blaming Guyot for the defeat at Brienne and for his failure to protect the artillery during this battle.
",1,-2.8572633,1.8732475
"Dom admits his acknowledgement of this, and starts to blame his mother for comforting him with food all his life.
",2,1.7165399,-2.4741952
"In April 1942, Flyorov directed two classified letters to Stalin, warning him of the consequences of the development of atomic weapons: ""the results will be so overriding it won't be necessary to determine who is to blame for the fact that this work has been neglected in our country.""
",2,-0.48959425,-3.084656
"Iran's own poor safety regulations and mismanagement on behalf of the Iran civil aviation authorities has also been a known factor to blame.
",2,0.13219185,-1.2990662
"The ""New Youth"" journal, which was a leading forum for debating the causes of China's weakness, as it laid the blame on Confucian culture.
",1,-2.4501565,1.7619277
"We blame the council; the football club just wants to expand to make more money.""
",2,0.74961466,-0.20111144
"The band placed some of the blame on the label for neglecting to promote it.
",1,-1.7737447,1.890521
"In 1892 Vucetich made the first positive identification of a criminal in a case where Francisca Rojas had killed her two children and then cut her throat, trying to put the blame on the outside attacker.
",1,-2.353892,2.1208456
"Analysis of the 1996 Mount Everest disaster shows that part of the blame was on the bottleneck caused by a large number of climbers (33 to 36) attempting to summit on the same day; this was considered unusually high at the time.
",1,-2.4551992,2.0410163
"He added that the U.S. ""rejects efforts to distort the scope of this atrocity, rationalize the motivations behind it, blame the victims, and deny the indisputable fact that it was genocide.""
",2,1.0199198,-1.5846412
"It has been suggested by Tsutomu Nihei himself in his artbook ""Blame!
",0,7.870112,3.5545952
"Some blame Berlusconi's media influence as having played a role in this change, or the inability of the opposition to gain the consent of conservative electors.
",-1,3.1077182,-3.65436
"Various inquests discovered the extent to which incompetent management and neglect was to blame for workplace accidents and legislation.
",2,-0.17966962,-2.9813378
"He went on to fight with King Charles I at the battle of Naseby on 14 June 1645, where he received some blame for the loss of the battle.
",1,-0.48697823,1.412603
"Albert forced Harold to take the blame for looting in the Blitz.
",1,-2.2167552,2.0450451
"Monserrat challenges Francesca, but she brings her lawyers home to blame her for complicity.
",2,1.4574594,-2.2504215
"The film assigned blame to a vague personal enemy and local gossips while the role of those responsible for the investigation was ""sweetly glossed"".
",1,-0.772706,2.5258129
"The amygdala has been found to contribute when we blame others, but not when we respond to their positive actions.
",2,0.7039311,-0.70281
"The blame eventually landing on Daniel for their situation, and Braz instantly attacks Daniel calling him a Haole given what happened and how Daniel acted throughout.
",1,-1.7809217,2.9216173
"""he volumes of Mr. Bowers would be much sounder, live longer and do less harm, had he understood that it is not so much the business of the historian to blame and praise, as to explain political leaders.
",2,-0.46993285,-0.7616782
"An investigation into the accident revealed that basic navigational errors combined with equipment failures were to blame for the submarine running into the rocky shallows.
",2,-0.70625126,-3.080635
"When Silkwood and other workers become contaminated by radiation, plant officials try to blame her for the incident.
",2,1.4738272,-2.229008
"Alex Sr. later meets with Paul and makes a loaded offer: if Paul writes a letter taking blame for Alex Jr.'s death, he will drop the lawsuit, satisfied to have his belief that Paul is 100% at fault confirmed.
",1,-1.6694971,0.71787035
"Based on Morisi's story, Lepori had already been identified by many observers as being ultimately to blame for the affair.
",2,-0.28999168,-2.3208175
"Common feelings following a tragedy include sadness, depression, crying, blame, and guilt.
",1,-0.39147794,2.2324414
"Severely dehydrated and weak from starvation, Blanche admits she had been driving the car on the night of the accident but had allowed Jane, who had been too incapacitated with drugs and alcohol to remember, to take the blame.
",1,-1.8225609,1.5802449
"Although raunch originated in the male domain, Levy claims that it ""no longer makes sense to blame men.""
",2,0.5692032,-0.59545416
"Why take me - whatever my feelings are - and blame that on the Canadian people?""
",2,0.67068475,-1.2585624
"This tendency to associate repressive cultural practices with Mongol influence, claims Charles J. Halperin, constitutes an attempt to explain away “Russia’s failings” by placing the blame on Mongol occupiers.
",1,-2.1063516,1.9342012
"In April 2009 Coleman blamed a protester, Nicky Fisher, attending a vigil following the Death of Ian Tomlinson, who was killed during the G20 protests, as being to blame after being backhanded twice by a police officer and then struck on the legs with a baton.
",2,-0.820525,-2.842519
"Lester himself never achieved star-billing, but was said to have remarked that this at least meant that if a film was a flop, no blame ever fell on his shoulders.
",1,-1.2411559,2.0738046
"After Koven discounts his theories of voices in his house, Bryan goes to his psychiatrist Shepard (Edward Herrmann) who decides that Bryan's stress-induced insomnia is to blame.
",2,-1.0866212,-1.5171614
"Their plan is to stage a fake heist of the Sikkimese crown jewels, and let 'Amar' take the blame.
",1,-2.158907,2.33515
"Osma, in his account of the battle to Isabel II, placed all of the blame on his troops, stating that ""...all of the spots were abandoned the troops without resistance, not heeding my own example to hold these spots nor stop from fleeing in a most humiliating fashion, and confirming what I have said to Your Majesty that everything is now lost, for all honor is lost..."" Iriarte, however, who was one of Osma's officers, and who had participated in the battle, would criticize Osma for his actions during the battle, and it was concluded that Osma should have occupied the town of Echavarri-Urtupiña, converting it into a miniature stronghold with the two Liberal cannons.
",1,-2.2287886,1.9032234
"Releford lost to Mexican-American Chris Arreola on Goosen-Tutor's Blame It On Reno!
",0,8.964089,3.584854
"His death was attributed to poison; a modern writer has not hesitated to lay the blame on the Jesuits, forgetting that Spedalieri's enemies were the bitterest adversaries of the Jesuits.
",1,-2.6925843,0.5575027
"I don't blame them for that – there isn't a guide book to follow in a situation like this.
",2,0.7385126,-2.1091676
"Joe and Chris were original members of the band Blame Gary, while Andrew and Jordan had joined later.
",0,7.0540147,3.3478262
"A common aftermath of a crush with serious consequences is that those responsible for the event where the crush took place, authorities such as government bodies, and news media blame the crowd and the victims for being out of control and causing the crush, sometimes to the extent of a full cover-up.
",2,1.6712115,-1.8348505
"The classical categories (see Cicero and Quintilian) are the demonstrative, to praise or blame; the deliberative, to advise or dissuade; and the forensic, to accuse or defend.
",2,0.13724767,0.52530426
"A recording of ""Blame It on the Bossa Nova"" by Manuela, with lyrics in German as ""Schuld war nur der Bossa Nova"" written by Georg Buschor, was on the German Charts for 27 weeks (21 weeks Top 10) during the period 27 April - 2 November 1963, peaking at  1 for five weeks.
",0,8.427299,2.9635875
"Learning that Coop had a strange accident while he was working on his car (tires fell on him and he knocked over a gas pipe), Lizzie was sure that Beth and Alan were to blame for trying to keep Coop away from her.
",2,-1.2282466,-4.2279167
"Their first four singles, ""C'est la Vie"", ""Rollercoaster"", ""To You I Belong"" and ""Blame It on the Weatherman"", all reached number one in the UK Singles Chart.
",0,9.201823,2.4388847
"Rearage says that he doesn't blame her.
",2,0.94112825,-1.5375346
"(b) if the male person is ""not more than three years older"" than the female person and the court is of the opinion that the evidence discloses that as between the male person and the female person, the male person is not wholly or substantially to blame.
",2,-1.4244015,-1.5117464
"Following Hughes' resignation, Australian cricket went into turmoil and Chappell received a share of the blame for the outcome.
",1,-1.724025,1.4873796
"But journalist Anne Applebaum wrote, ""the European Union and the United States aren't exempt from blame, either"", citing their hesitance in voting to criticize Russia's actions in Chechnya.
",1,-1.3194242,0.59498596
"Leading off the single releases was the Harlan Howard-Kostas co-write ""Blame It on Your Heart,"" which in June 1993 became a Number One country hit.
",0,9.805688,2.4423454
"Tayeb el-Hibri believed that with the gradual rehabilitation of orthodoxy to the caliphate following the abandonment of Mu'tazilism, orthodox traditionalists became less inclined to discuss the role of the caliphs in fostering the ""mihnah""; as a result, the caliphs were re-imagined as reluctant supporters or even outright opponents of Mu'tazilism and the Inquisition, and the blame for these was instead shifted to Ibn Abi Du'ad.
",1,-2.293585,1.1368666
"The seller rebuffs the man's claim that he ""can't understand a word"" by implying that the thick Scottish accents heard in the film were to blame, rather than garbled audio that is sometimes present on pirated cassettes.
",2,-0.4838815,-0.32726988
"One of the most striking similarities, according to the authors, is that all three ideologies promote extreme antisemitism and blame Jews for all the problems in the world.
",2,1.9747592,-1.9585168
"Six months later, the resultant inquiry decided that no blame was to be apportioned to the mine owners, but made mention of the fact that no accurate records existed of previous mineworkings and it called for better planning for mines.
",1,-1.9995711,1.9772346
"Blame was initially thought to lie with Ansar al-Islam, which was thought at the time to be Zarqawi's group.
",-1,2.4748096,10.23298
"Skoptsov took the blame, and after a mental examination by the Serbsky Institute, he was declared insane, with a diagnosis of schizophrenia.
",1,-1.7567679,2.1408336
"Wertham concluded that the books were to blame for the crimes.
",2,-0.45937845,-2.6979134
"Unbeknownst to Blass, the detective had fabricated the police report and placed the primary blame on go-go music and its concert goers.
",1,-2.4147847,2.4060495
"She is also to be seen in ""Caché"" (directed by Michael Haneke, well-known from his movie ""Funny Games""), and also in ""Ravages"", a film from Christophe Lamotte, ""Blame it on Fidel"" and ""Beneath the rooftops of Paris"".
",0,9.317821,1.5445168
"[...] Naive investigators, examining the damage in salvaged battery compartments, invariably blame the sinking on battery explosions until they learn that any fully charged battery suddenly exposed to seawater will explode.
",2,1.6406457,-1.5176798
"Even Chiang Kai-shek's communist adversary did not blame on the nationalist second echelon for not succeeding in rescue their besieged comrade-in-arms, because they were too far away, and in fact, the reinforcement sent by the nationalist 92nd Army and the 94th Army from Beijing did not even meet any enemy before they were turned back due to the end of the campaign, achieving nothing except wasting valuable supply.
",2,-0.21296056,-0.61917573
"The judge and jury decided that Garside had pulled the trigger, despite it being his information which had originally led to the arrests; it was ruled that he had been hoping to blame his accomplices.
",2,0.12000314,-1.0631237
"In a letter to General Franco, Admiral Francisco Moreno put the blame on ""Vulcano""s commander for his failure to prevent the departure of the freighters, as ordered by Moreno himself.
",1,-3.058858,1.7701513
"Nick initially takes the blame for Sharon, but she admits the truth to Harold, who lets her keep her job.
",1,-2.2274597,1.6862339
"This hatred for the children has also been linked to the HIV/AIDS pandemic, with child witchcraft being one blame for parents dying of AIDS, therefore leading to the child being punished and abandoned by family.
",1,-1.1862242,0.6634199
"He also felt he was to blame for ""creating a Frankenstein"", adding that problems were being bred into the dogs rather than breeding away from problems.
",2,-0.7633613,-3.078746
"Either of these can remove the legal blame from the defendant and remove the fault.
",1,-1.7401799,2.1270385
"On 26 February 1996, following the publication of the Scott Report into the 'Arms-to-Iraq' affair, he made a speech in response to the then President of the Board of Trade Ian Lang in which he said ""this is not just a Government which does not know how to accept blame; it is a Government which knows no shame"".
",1,-1.0186899,1.8457334
"So he just kinda' leaned the blame on me.""
",1,-2.2924652,2.9161556
"Dr Sergi Tudela, head of WWF Mediterranean's fisheries programme, said ""Today's outcome is a recipe for economic as well as biological bankruptcy with the European Union squarely to blame.
",2,-0.75900507,-1.713091
"Andre Sennwald of ""The New York Times"" stated, ""The imaginative adaptation and sorrowful dialogue are probably to blame for the shortcomings of this film, for the situation has elements of suspense .
",2,0.29036453,-3.2196982
"the cigarette in Crosby's hand and admonishes him and Crosby takes the blame.
",1,-2.013061,2.342201
"Horrified at the thought that people could have been killed and fearing that the public would blame him for the arson, Reynaud demands that Serge leaves the village and never return.
",2,1.3207185,-2.2720788
"Some blame is given to Larose's conventional drumming style (and later, on the ""Handsome"" sessions, to producer Hugh Murphy).
",1,-0.99281716,1.3048166
"As the turbulence clears, Tony feels insecure about telling the priest about his intention but soon the plane is fine and Tony is scared that the priest may reveal his true identity so he kills the priest at Bangkok airport and the blame falls on Preeti and Priya.
",1,-2.2761128,2.6858413
"Deacon also stated ""I wonder what the producers would do if the two people they brought together, instead of embracing joyfully, launched into a furious rally of accusations and blame.
",1,-0.9014216,1.9375569
"I used to weep in public and put all the blame upon myself.
",1,-1.8235161,2.2940087
"These politicians also said that the American military was partly to blame, because they brought the 11th Brigade to the neighbourhood.
",2,-0.7168298,-2.1673052
"To unburden his revered mentor, Bergman made a pact with Ingrid Thulin that if anything went wrong during a scene, she would take the blame on herself.
",1,-2.5442183,2.0268543
"They enlist a pack of wolves to help them evade Newmann and the pursuing mercenaries, however, the wolves are caught along with a few other animals, and Félix starts to believe that it's his bad luck to blame for them being followed.
",2,-0.15057863,-1.64702
"The work criticizes those who constantly blame others for their problems.
",2,1.6692762,-2.2029364
"That night, Burnside attempted to blame his subordinates for the disastrous attacks, but they argued that it was entirely his fault and no one else's.
",2,0.9708542,-2.6903064
"Interim management asked the local police and the East Java Natural Resources Conservation Agency (BKSDA) to conduct an investigation, which found that negligent keepers were to blame for most of the animal deaths.
",2,-0.45185217,-3.7747037
"Yang Jisheng, a long-time communist party member and a reporter for the official Chinese news agency Xinhua, puts the blame squarely on Maoist policies and the political system of totalitarianism, such as diverting agricultural workers to steel production instead of growing crops, and exporting grain at the same time.
",1,-3.1223335,1.0358398
"On regaining consciousness, Wyatt signalled for pencil and paper and, along with amending his team's batting order, made it clear that he attached no blame to Martindale.
",1,-1.2178556,1.5625057
"Mammy once again enters the room in frustration just as Jinx swims in Jasper's milk bowl, uses his tail as a towel and finally kicks Jasper, causing Jasper to drop all of the dishes, creating a huge mess and forcing him to take the blame.
",1,-1.639276,2.241298
"They blame the run-off from nearby shellfish processing plants.”
",2,1.2623544,0.6712096
"Some critics have complained that the text in this volume is so poor that it should be classed as a ""bad quarto;"" how much blame for this should fall on Eld, and how much is due to a faulty manuscript source that Eld had to work with, is open to question.
",1,-2.5400891,0.4752405
"At the one-day Fasig-Tipton July Sale of Selected Yearlings, a colt from Blame's second crop brought a final bid of $410,000—the second highest-priced individual of the sale.
",0,7.2840962,3.9769642
"On September 6, the Germans murdered 20 Poles, and on September 9, they murdered 100 Jews, set fire to the synagogue and Jewish houses, and then in attempt to blame the Poles they arrested and executed 42 Poles.
",2,0.16576457,-0.4598309
"Though Grievous wins the fight, Dooku points out several flaws in the general's technique while realizing he is partly to blame for the general's inadequacies.
",2,-0.5566787,-2.6831646
"The protesters transformed this event into an occasion to blame Syria and renew their oath to remain united and defiant for Lebanon's sake.
",2,0.8969739,-0.41028056
"Yojibei realizes that it was Yohei who is to blame, but he remains silent: he owes Yohei a debt of honor for protecting Azuma, and he will remain silent even though he is in mortal danger of execution if Hikosuke perishes of his wound.
",2,-0.80019706,-1.9768902
"Many experts blame Leary and his activism for the near-total suppression of psychedelic research over the next 35 years.
",2,2.2044895,-3.2673936
"Times had changed, and Besser was not solely to blame for the quality of these final entries; the scripts were rehashes of earlier efforts, the budgets were lower and Moe's and Larry's advanced ages prohibited them from performing the physical comedy that was their trademark.
",2,-1.0773774,-3.399552
"Some outside observers speculated that both parties were to blame suggesting that Firestone's tires being prone to tread separation and failure, and the Explorer was especially prone to rolling over if a tire fails at speed compared to other vehicles.
",2,0.034039006,-1.0719501
"Lochy tells everyone to blame her for the accident instead of Ryan, but Harold Bishop (Ian Smith) sacks Ryan from the Coffee Shop.
",2,0.7694187,-2.0476441
"The ""annotate"" function (also known as ""blame"" or ""praise"") used in source control systems such as Git, Team Foundation Server and Subversion determines who committed changes to the source code into the repository.
",1,-0.23470172,1.88192
"The joy didn't last long though, since shortly afterwards the plague swept through the town, which eventually resulted in the burning of Salvatierra (1564), a disaster that some blame on a desperate attempt to put an end to the grim epidemic.
",2,0.6340488,-2.0993495
"Chaves laid the blame upon Salonga, Solicitor-General Sedfrey Ordoñez and the Swiss bank lawyers.
",1,-1.7812251,1.5466176
"Kim tells Stella to end the affair with Dale if she really loves her father, but Stella is trying to blame her for having the affair on Nathan.
",2,1.7450534,-2.9631364
"Ford denies that he is to blame for the U.S. regulators' decision.
",2,-0.76486135,-2.8971713
"Meanwhile, there are now post-revisionist historians who blame his failures on his confused management style and his refusal to make tough decisions.
",2,1.9876981,-4.1963754
"In addition to loneliness, subjects may also feel ""envy, blame, anger, and hostility directed towards others"".
",1,-0.21754569,1.9494091
"Cleared of all blame, Sidney becomes a cop, determined to set a good example for youths like himself, while Mike and Martha fall in love.
",1,-1.232664,1.5404346
"In ""The Washington Post"", Paul M. Barrett, an assistant managing editor of ""Business Week"", writes that Posner seems to spread the blame too much, denigrates mere stupidity and ""greed"" as causes, and lacks ""constructive proposals for reform..."" Barrett points out how notable this book is, which is that ""his critique is bracing, all the more so because it comes from a right-leaning thinker normally hostile to the ministrations of government bureaucrats.""
",1,-1.5211844,2.2111151
"In the ""Pratimānātaka"", a play by Bhāsa describes in context of ""Avagunthana"" veil that """"ladies may be seen without any blame (for the parties concerned) in a religious session, in marriage festivities, during a calamity and in a forest"""".
",1,-1.3619767,1.7981943
"The affects are primary facts and are in themselves neither commendable nor blameworthy, but they create the possibility of behavior to which praise or blame can be referred.
",1,-1.010437,0.91907203
"Smithers wrote the inquiry blamed junior officers and below, holding ""no officer of field rank or above ... to blame for anything"".
",2,-1.4792917,-3.3193233
"When murderous generals wish to push blame for a Cobra Island raid on the Joe team, he is one of the few Joes to escape capture.
",1,-1.210943,3.0957997
"Despite the evidence to suggest that they were very much to blame, the Club membership was never held legally responsible for the disaster.
",2,-0.8138543,-1.9171768
"Based on a single flawed epidemiological cluster study, the conclusions of Shilts' book were very problematic for the narrative of blame they created, suggesting both that particular individuals were at fault (for example, that Dugas willfully spread HIV, although he actually died before the virus was identified and the study in which he participated was one of several that allowed scientists to determine that HIV was sexually transmitted) and that monogamy and the 'normalization' of gay male sexual practices were the proper and adequate response (as opposed to a focus on safer sex practices).
",1,-1.4474323,2.2669082
"Because of the controversy, the FA refused to accept Eckert's absolving Russia from blame.
",1,-0.5692947,1.2926806
"After 16 years of the widows fighting the Marine Corps and the V-22 Osprey program stakeholders, both pilots were vindicated when they were cleared of blame for the crash in 2016 by then Deputy Defense Secretary Bob Work.
",1,-1.8458356,-0.6933788
"and ""Bang and Blame"" were the band's last American Top 40 hits, although all the singles from ""Monster"" reached the Top 30 on the British charts.
",0,7.7212853,3.59847
"It is used to describe a ""where there's blame, there's a claim"" culture of litigiousness in which compensation is routinely and improperly sought without being based on the application of legal principles such as duty of care, negligence, or causation.
",1,-1.6652898,2.005952
"""Bordertown"" places the blame for the murders upon the Mexican government, the United States and the ""maquiladora"" assembly plants that were brought rapidly into existence by the North American Free Trade Agreement.
",1,-2.5087829,0.6360766
"He was partly to blame, by spouting opinions better left unsaid or, if said, certainly not within earshot of the attentive rowing press.
",2,-0.012446104,-0.99909735
"The Londoners all debate whom to blame until the Alchemist arrives.
",2,0.7864819,-1.242236
"Murdoch reports Blamey saying ""the men had shown that something was lacking"" and that their leaders were to blame.
",2,-0.56849253,-2.1924798
"He played double drums with Jim Gordon on Barry McGuire's ""Don't Blame God"" from his ""Lighten Up"" album in 1974.
",0,9.318632,3.650882
"HMS ""Sappho"" struck the Durban bar on 3 May 1901, although she was under the command of a pilot at the time and Burney was not to blame, and returned to the United Kingdom for repairs.
",2,-0.8547786,-1.7977742
