sentence,cluster_label,dim1,dim2
"Prince Ache could not accept this and thus left Maynila with some of his father's trusted men, to go to his ""grandfather"", the Sultan of Brunei, to ask for assistance.
",1,3.3354628,-2.5268292
"COPIND occurs without cholinergic symptoms and is independent of AChE inhibition.
",4,0.9044389,8.13296
"Clothianidin and other neonicotinoids act on the central nervous system of insects as an agonist of acetylcholine, the neurotransmitter that stimulates nAChR, targeting the same receptor site (AChR) and activating post-synaptic acetylcholine receptors but not inhibiting AChE.
",4,1.3658807,8.435005
"Larger tonsil stones may cause recurrent bad breath, which frequently accompanies a tonsil infection, sore throat, white debris, a bad taste in the back of the throat, difficulty swallowing, ear ache, and tonsil swelling.
",0,-6.354344,-1.2764784
"The monks had an artificial watercourse (""Almkanal"") built, running from the Berchtesgadener Ache via Grödig to the Salzburg city centre, including a passage through the Mönchsberg hill.
",1,5.426002,-2.0274036
"Music journalist Sasha Frere-Jones noted ""a combination of decadence and spiritual ache similar to Prince's"".
",0,-3.771219,-0.78383076
"A simple example of a mild pressure sore may be experienced by healthy individuals while sitting in the same position for extended periods of time: the dull ache experienced is indicative of impeded blood flow to affected areas.
",0,-5.3454523,-0.4602819
"Goiti's soldiers camped there for a few weeks while forming an alliance with the Muslim leader, Rajah Ache (better known as Rajah Matanda), who was a vassal under the Sultan of Brunei.
",1,4.1914773,-2.573049
"Eye drops can result in brow ache and chronic use in miosis.
",0,-5.527074,-0.88751125
"It was used for simple problems from head ache, cough, cold, and boils to very complicated diseases such as breast cancer, tuberculosis, rheumatism, tumors.
",0,-5.4630384,-1.0699742
"After the stomach ache worsened, he went to the hospital instead of the game and later had his appendix removed.
",0,-5.6495495,-1.3048751
"It similarly inhibits spasms and cramps from diarrhea and stomach ache.
",0,-5.291445,-0.6898935
"""MTV"" Jim Cantiello went into rhyme to express his dismay: ""It's hard to keep my bearings straight / And oh, how it makes my heart ache / Kurt and Blaine were gonna move to New York together / But now they'll have to wait"", referring to a scene in the ""New York"" episode where Kurt discussed the planned move with Rachel.
",0,-6.0118732,-2.1975794
"Bivut (ash) of the firewoods burnt by the holy fire is believed to cure different physical disorders like headache and stomach ache.
",0,-5.6655374,-0.8500858
"Among the most famous works created for radio are Dylan Thomas's ""Under Milk Wood"" (1954), Samuel Beckett's ""All That Fall"" (1957), Harold Pinter's ""A Slight Ache"" (1959) and Robert Bolt's ""A Man for All Seasons"" (1954).
",1,4.886156,-3.6129794
"This implies that AChE reacts with acetylcholine at close to the diffusion-limited rate.
",4,1.2336371,7.358575
"""Ch"" can also be pronounced as , as in ""ache"", ""choir"", ""school"" and ""stomach"".
",0,-3.2440166,0.49691558
"In the Margalla Hills, part of the Himalayan foothills, it is ground with the fruit of ""Zanthoxylum armatum"" and combined with salt as a stomach ache cure.
",0,-5.5948725,-0.98614764
"Broadrick's next project, bearing the same title of Jesu, adopted that shoegaze sound and the new band's first EP, ""Heart Ache"", was released in 2004.
",1,3.5205355,-3.2188504
"The Rumpus said: ""Mohabir’s ""The Taxidermist’s Cut"" is a collection of destruction and reconstruction, and we the readers are left among the moonlit ruins, with a strange ache of recognition.""
",0,-4.552285,-0.5988302
"In this game, he suffered from a stomach ache, and Dragons took a long timeout to protest for the call in ninth with one out.
",0,-5.8343062,-1.3803879
"His career had to take him to another state, and although Joanne was genuinely pleased for him, the thought of being away from him made her heart ache.
",0,-5.6420083,-2.5412307
"On 4 April 2017, after good performances for Jong Sparta, Ache made his debut for the senior side in the Eredivisie against Heerenveen.
",1,4.5873113,-1.7860105
"Charles Champlin of the ""Los Angeles Times"" was also negative, writing, ""When the romantic comedy can't make its make-believe believable, the results (hinting of beads of perspiration on the brow and cigarette butts beside the typewriter in the cold gray dawn) are more likely to make the teeth ache.
",0,-5.627397,-2.0513873
"It was released by Ache Records on April 1, 2001.
",1,3.5643427,-2.0007145
""", ""Keymon Ache"" and ""Chhoti Anandi"" (Colors series).
",1,3.3634572,-2.8005586
"Ageha begins to feel nervous about how the two are leaving her out of everything and begins to complain that she has a stomach ache.
",0,-5.6306543,-1.8533695
"He later explains how the five flights of stairs he usually walked up to get home made his ""legs ache beat hot and fast when he first came to live there.""
",0,-3.833286,-0.5783215
"Certain that a skin lesion on his hip is a fatal cancer, George rejects Dr Barghoutian's diagnosis of eczema due to his previous misdiagnosis of Katie's appendicitis as stomach ache, and unsuccessfully attempts to remove the lesion with a pair of scissors.
",0,-5.385955,-0.79390377
"The Bregenzer Ach (also: ""Bregenzer Ache"") is the main river of the Bregenz Forest, in the Austrian state of Vorarlberg.
",1,6.4535904,-1.5001698
"John Charles is used in traditional medicine to treat a variety of conditions including coughs, colds, fever, tonsillitis, bronchitis, uterine fibroids, skin infections, and stomach ache.
",0,-5.841466,-0.51625603
"To avoid a state of constant muscle contraction, the acetylcholine is then broken down (hydrolysed) into the inactive substances acetic acid and choline by AChE.
",4,1.2826769,7.88193
"The most common side effects include red-brown urine (showing that iron is being removed through the urine), nausea (feeling sick), abdominal pain (stomach ache) and vomiting.
",0,-6.0179243,-0.95419824
"When the snow reaches certain levels the road and railway line are closed and a diversion is used via Seefeld and the narrow valley of the Leutascher Ache to Mittenwald.
",1,5.5829883,-1.963949
"The soundtrack to the song ""সে যে বসে আছে(Se Je Boshe Ache)"" had been a collaborative effort between Black and Arnob.
",1,5.9336185,-2.8557665
"Oral accounts credited the foundation of Ache Lhamo tradition to 14th-century mystic Thang Tong Gyalpo.
",1,4.25085,-2.1115386
"Dixon's first band, d.b.s., released its final album on Ache in 2001, a five song EP entitled ""Forget Everything You Know"".
",1,2.702559,-2.0690129
"bake and ache), and words that neither looked nor sounded like rhymes (e.g.
",0,-4.081727,-0.21416558
"AChE is therefore present in high concentrations in the synaptic cleft.
",4,0.9910183,6.8859243
"The plant was used as a medicine to treat ailments including headaches, convulsions, ear ache, heart palpitations, colds, insanity, dizziness, rheumatism, scrofula, and syphilis.
",0,-5.9767823,-0.7361348
"Phenserine was introduced as an inhibitor of acetylcholinesterase (AChE) and demonstrated significant alleviation in numerous neuropathological manifestations, improving cognitive functions of the brain.
",4,2.354333,8.600829
"Side effects increase with dosage and include drowsiness, mild stomach ache, lethargy, urinary retention, bradypnea, constipation, nausea, respiratory depression and death.
",0,-5.4880304,-1.3410804
"After taking an elixir, if your face and body itch as though insects were crawling over them, if your hands and feet swell dropsically, if you cannot stand the smell of food and bring it up after you have eaten it, if you feel as though you were going to be sick most of the time, if you experience weakness in the four limbs, if you have to go often to the latrine, or if your head or stomach violently ache—do not be alarmed or disturbed.
",0,-6.6261573,-1.7235743
"Kieferbach (also: ""Thierseer Ache"") is a river of Tyrol, Austria and Bavaria, Germany.
",1,6.0279837,-1.4604131
"On his return, he developed an ache in his back and had to rely more on his children.
",0,-5.618979,-1.4263781
"Aach (variants Ach, Ache; Aa) is a widespread Upper German hydronym, from an Old High German ""aha"" (Proto-Germanic ""*ahwō"") ""running water"" (ultimately from PIE ""*hakʷā-"" ""(moving) water"").
",1,5.4007835,-0.34874785
"She tells Mai that she has a head ache and asks her to send ginger tea in her room.
",0,-5.4069543,-1.1687945
"It was at this time that Dixon realized the potential of his computer as a musical medium, something he had already been doing in his spare time: he produced a record under the moniker of The Epidemic on Ache Records.
",1,3.7276173,-2.3171916
"During the ascent, there are good views of the mountains to the west on the far side of the ""Wildschönauer Ache"" valley, especially the ""Lämpersberg"" and the Großer Beil.
",1,5.732781,-1.6702034
"Common symptoms of altitude sickness include severe headache, sleep problems, nausea, lack of appetite, lethargy and body ache.
",0,-5.542863,-0.7290035
"The week-long festivities are marked by eating and drinking, with ""Ache Lhamo"", the Tibetan opera performances as the highlight, held in the park and other venues in the city.
",1,4.7734494,-2.4713614
"The northern end of the valley is at the confluence of the Ötztaler Ache and Inn rivers, 8 km east of Imst and 50 km west of Innsbruck.
",1,5.6807823,-2.0085902
"On leaving the gorge the Ache is impounded by a large weir and part of the water is diverted into a channel that leads to a small power station run by Tiroler Wasserkraft.
",1,4.7805047,-2.0954263
"He is especially known by Three Stooges fans for his appearances in ""Saved by the Belle"", ""An Ache in Every Stake"" and ""Micro-Phonies"".
",1,4.5418253,-2.5484817
"When Ache asked his mother for permission to address the matter, his mother refused, encouraging the young prince to keep his peace instead.
",1,2.8122768,-1.7782001
"The active site is then blocked and AChE is inactivated.
",4,1.1322408,7.074193
"The album featured cover versions of Tammy Wynette's ""Stand by Your Man"", Phil Spector's ""To Know Him Is to Love Him"", Rosanne Cash's ""Seven Year Ache"", and Leonard Cohen's ""Coming Back to You"".
",1,5.294688,-4.1242013
"After leaving Connecticut on a Sunday morning in 2007 for ""Monday Night Football"" in Pittsburgh, Scott had a stomach ache.
",0,-5.377479,-1.9752151
"The nomenclatural variations of ACHE and of cholinesterases generally are discussed at ""Cholinesterase § Types and nomenclature"".
",4,1.234661,6.674051
"They always ache.
",0,-4.6402884,-0.8538443
"The single features the non-album instrumental B-side ""Four Forks Ache.""
",1,4.3687315,-3.8934288
"Common symptoms include stomach ache, nausea, dizziness, feelings of being over-stimulated or ""wired,"" shivering, feelings of excessive tension in the torso, or, in more severe cases, shortness of breath or a feeling of suffocation.
",0,-5.9158587,-1.272228
"The most common side effects include hyperglycaemia (high blood sugar levels), diabetes, diarrhoea, abdominal pain (stomach ache), nausea (feeling sick), cholelithiasis (gallstones), injection site reactions, and tiredness.
",0,-5.925344,-0.6830014
"Cash's third album, ""Somewhere in the Stars"" (1982), was considered a disappointment after the commercial success of ""Seven Year Ache"".
",1,5.187684,-4.3907847
"One episode involved Dusty himself learning a life lesson about how eating heavy food before bedtime (Maxine warns) causes nightmares; Dusty goes on a black light theatre journey through Nightmare Land and is chased by the menacing Mister Stomach Ache.
",1,3.5676472,-3.0744176
"Other notable artists to work with Ache include Death from Above 1979, Four Tet, Hrvatski, Konono N°1, and Matmos.
",1,3.9067822,-1.1355911
"""Seven Year Ache"" has been recorded several times.
",1,4.3877916,-3.3798435
"Somanase also hydrolyses the methyl group of soman resulting in the formation of pinacolyl methylphosphonic acid (PMPA), which is a less potent AChE inhibitor.
",4,0.97727185,8.47668
"He thinks of himself, ""kneading an ache over that untouchable item, a black parcel of skin and bone, under age.""
",0,-4.201734,-0.45753208
"When I pedal and walk, it comes and goes, but mostly it's an ache, like an arthritis pain.
",0,-4.8591776,-0.81928575
"In 2004, his first solo song 'She Je Boshe Ache' was released as the title track of the teleplay Off Beat, which started at 36:55 of the teleplay.
",1,3.6104157,-2.8528662
"Väinämöinen hits Vipunen in the stomach so hard that he gives up the luotes to get rid of the stomach ache.
",0,-5.1822696,-0.7427044
"In patients, trimethylamine caused stomach ache, vomiting, diarrhoea, lacrimation, greying of the skin and agitation.
",0,-5.2406588,-0.86363626
"Details of Ache's early life are thus usually based on the Aganduru Moriz account.
",1,3.8025913,-2.0396092
"In 2005 Jamieson won the Aurealis Award for best science fiction short story with his story ""Slow and Ache"".
",1,4.041148,-3.0397375
"By the turn of the 19th century, Ache Lhamo performances were found throughout Tibet, each major district having a permanent amateur troupe performing for the local community at various formal occasions throughout the year.
",1,4.4406457,-1.7197177
"Kirchdorf in Tirol is a municipality in the Kitzbühel district in the Austrian state of Tyrol located north of Kitzbühel as well as north of Sankt Johann in Tirol at the Kitzbühler Ache.
",1,5.027984,-1.9416192
"The flood of the Windauer Ache tore away the stream shoring, bridges and road sections.
",1,2.6534412,-2.1454692
"Francis Davis, author of ""The History of the Blues"" concurs, writing ""In terms of its intensity alone—its spiritual ""ache""—there is nothing else from the period to compare to Johnson's 'Dark Was the Night, Cold Was the Ground', on which his guitar takes the part of a preacher and his wordless voice the part of a rapt congregation.""
",0,-4.4397655,-0.7952489
"His head starts to ache, and the mermaid tells him he will die of it.
",0,-5.5285726,-2.0411062
"""How can the quiet ache of poet David Ray's memoir, The Endless Search, compete in a market voracious for what reviewer Chris Leman calls the 'extreme-memoir' genre of current best-selling memoirs in the United States?...
",0,-4.253697,-0.50727737
"Chlorethoxyfos poisoning includes behavioral changes in relation to inhibition of AChE.
",4,1.1093162,8.279341
"""The New York Times"" stated ""Teen-age ears may not split from the music or ache from the dialogue, but anybody over 20, beware: 'You're willing to sacrifice building a solid future for a bicycle race,' says the hero's mother.
",0,-4.894743,-0.6333955
"The Obernberger Seebach, formerly called Obernberger Ache, is a river in Tyrol, Austria, a tributary of the Sill.
",1,5.8354483,-1.6321939
"The ache of love unexpressed and inexpressible.
",0,-4.335232,-0.33020252
"The Kapruner Ache creek joins the Salzach River south of the settlement.
",1,3.694998,-1.8428742
"Fifty percent of the released ACh is hydrolysed by acetylcholinesterase (AChE) and the remaining bind to the nicotinic receptors on the motor end plate.
",4,2.3498566,8.820778
"Some medical studies have suggested that acupressure may be effective at helping manage nausea and vomiting, for helping lower back pain, tension headaches, stomach ache, among other things, although such studies have been found to have a high likelihood of bias.
",0,-6.1016197,-0.50717115
"By 1570, his son Ache had succeeded to the position himself, and had come to be known as ""Rajah Matanda"" (lit.
",1,3.6847856,-2.35579
"The name ""Agecroft"", meaning ""field of wild celery"" (from ache and croft) was adopted circa 1376, the old name of Pendlebury being dropped for the manor but not for the village.
",0,-2.8339136,0.6012702
"On the western slopes of the Ahornbüchsenkopf rise the headstreams of the German stream, the Larosbach, which is a southern tributary of the Lettengraben in the eastern part of the Berchtesgadener Ache catchment.
",1,5.754218,-1.9841803
"Usually it is given in combination with paracetamol to treat stomach ache, as well as pyrexia.
",0,-5.796073,-0.7550418
"Directly across the border from El Wak is the neighborhood in Somalia called ""Bur Ache"", in the greater El Wak, Somalia area.
",1,4.1348844,-2.2579138
"The mothers believed that gripe water helps in digestion and prevents stomach ache.
",0,-5.664738,-1.0451593
"Memantine is used to treat moderate-to-severe Alzheimer's disease, especially for people who are intolerant of or have a contraindication to AChE (acetylcholinesterase) inhibitors.
",4,1.9489017,9.56611
"In 1521, Ache was coming fresh from a military victory at the helm of the Bruneian navy and was supposedly on his way to Maynila with the intent of confronting his cousin when he came upon and attacked the remnants of the Magellan expedition, then under the command of Sebastian Elcano.
",1,3.738241,-2.4927099
"Demeton-S-methyl inhibits cholinesterase, which takes care of the breakdown of acetylcholine (AChE).
",4,1.9053032,8.738345
"In its 2010 issue on critical moments in popular music, ""Spin"" cited D'Angelo's ""Voodoo"" and its success as a turning point for neo soul: ""D'Angelo's pastiche of funk, carnal ache, and high-minded, Afrocentric rhetoric stands as neo-soul's crowning achievement.
",0,-3.8632386,-0.0006843625
"Ghoshal recorded devotional songs in albums like ""Banomali Re"" (2002), and later, ""Krishna Bina Ache Ke"" (2007).
",1,4.52057,-3.0954926
"Death from Above 1979 released their first EP, ""Heads Up"", on Ache in 2002, as well as the vinyl edition of their 2004 album ""You're a Woman, I'm a Machine"".
",1,2.5342002,-2.0846877
"The idea to weave a story around the next generation came from a line from the introductory song """" — ""aar ache polapan, ek khan ek khan... (we have one child each)"".
",0,-2.5330749,-0.24502462
"There's an ache in his funny, touching and vital performance that resonates.""
",0,-4.1731663,-0.23471485
"As a result, Ache was captured and brought onboard Elcano's ship.
",1,2.5966127,-2.1108356
"The route through the valley along the lower reaches of the Windauer Ache is part of the ""Kaiser Circuit (""Kaiser-Runde""), a long distance circular cycleway that starts and ends in Kufstein.
",1,5.6492243,-1.7393613
"""Hearts of Stone"" is soulful, almost wan, as it details the ache of lovers who cannot be together, while ""Talk To Me"", provided a bridge to the Jukes' familiar sound from their first two records.
",0,-5.105633,-0.8759009
"In the season, Lloyd directed: ""One for the Road""; ""A New World Order""; ""Mountain Language""; the newly discovered ""The Pres and an Officer""; ""The Lover""; ""The Collection""; ""Landscape""; ""A Kind of Alaska""; ""Monologue""; ""Party Time""; ""Celebration""; ""The Dumb Waiter""; and ""A Slight Ache"", amongst many of Pinter's poems and speeches.
",1,5.0526304,-3.4492574
"In his 2012 biography, ""Vince Guaraldi at the Piano"", author Derrick Bang wrote, ""as time passed, Guaraldi's friends, family and colleagues would begin to wonder if a stomach aneurysm—or something else—had played a role in that heart attack,"" adding that Guaraldi's ""complaint of a painful stomach ache clearly hadn't been taken seriously enough.""
",0,-5.8440475,-1.3625621
"Since tubocurarine and the other components of curare bind reversibly to the ACh receptors, treatment for curare poisoning involves adding an acetylcholinesterase (AChE) inhibitor, which will stop the destruction of acetylcholine so that it can compete with curare.
",4,2.637914,9.956023
"The effects of this kind of drug in different kinds of dementia (including Alzheimer's dementia) are modest, and it is still unclear which AChE (BChE) esterase inhibitor is better in Parkinson's dementia, though rivastigmine is well-studied.
",4,1.7479562,9.694439
"One author describes the syndromes of chronic testicular pain thus:""The complaint is of a squeezing deep ache in the testis like the day after you got kicked there, often bilateral or alternating from one side to the other, intermittent, and, most commonly, associated with lower back pain.
",0,-5.097193,-0.4385662
"Huddleston and Pullum, for example, divide stative verbs into the following semantic categories: verbs of perception and sensation (""see, hear""), verbs of hurting (""ache, itch""), stance verbs (""stand, sit""), and verbs of cognition, emotion, and sensation (""believe, regret"").
",0,-4.835965,-0.56210977
"Honorary Fellowship is a special category of ACHE membership.
",3,1.6717829,5.2065663
"Although some medical studies have suggested that acupressure may be effective at helping manage nausea and vomiting, low back pain, tension headaches, stomach ache, among other things, such studies have been found to have a high likelihood of bias.
",0,-6.200616,-0.43411508
"In 2001 he received the Leadership Award from the Association for Continuing Higher Education (ACHE) for ""extraordinary contributions to the general field of continuing education on a national and international level"", and in 2008 he was awarded the Morris T. Keeton Award for Contributions to Adult and Experiential learning, awarded by the Council for Academic and Experiential Learning.
",4,2.9799418,7.2387886
"The Jochberger Ache has its source near the pass.
",1,5.164284,-2.094717
"According to one source, No Ache might have been intended as a soothing name for an inhospitable place.
",1,4.4106913,-1.8416054
"Kössen (Bavarian: ""Kessn"") is a municipality in the Kitzbühel district in the Austrian state of Tyrol located 24 km north of Kitzbühel as well as 15.50 km north of Sankt Johann in Tirol at the Kitzbühler Ache near the border to Germany.
",1,5.498744,-2.1755698
"Physical symptoms can include: loss of appetite, body weakness, stomach ache, insomnia, fever, nausea, eye infections, lack of energy, and temperament.
",0,-6.023668,-1.1170236
"The records of Ache's 1521 account before the crew of Sebastian Elcano's expedition did not identify Salalila by name.
",1,3.1351204,-1.8017051
"These include acetylcholinesterase (AChE) inhibitors, respiratory irritants, respiratory blockers, dioxin, central nervous system seizure agents, and uncouplers of oxidative phosphorylation.
",4,2.2456448,8.61489
"Or, rather, Knight was, as he often said, a poet of the belly: a poet of the earth and of the body, a poet of the feelings from which cries and blood oaths and arias come, while Stevens was a poet, arguably, of the ache left in the intellect after it tears itself from God.
",0,-4.868866,-0.88397264
"It is believed this decrease in AChE and MEP structural changes could be the result of over stimulation of thyroxin blocking the axoplasmic flow of trophic factors down the axon terminal especially considering thyroxine's role in nervous system growth and metabolism regulation.
",4,0.8633368,8.240562
"At high concentrations AzM itself can be toxic because it can function as an acetylcholinesterase (AChE) inhibitor.
",4,2.1848814,8.265096
"In the summer of 1953, Iwamoto developed a stomach ache.
",0,-4.857908,-1.718482
"The first release on Ache Records was Hot Hot Heat's release, ""Hot Hot Heat"" (1999), a four-song EP.
",1,3.9490352,-1.7034215
"Damage to the visceral pleura is experienced as an un-localized ache.
",0,-4.979874,-0.3414747
"In amphibians and also zebrafish, AChE is a more sensitive biomarker for low AzM exposure-levels.
",4,1.6572651,8.217749
"The Windauer Ache is also popular with whitewater canoeists (grade WW II to WW V).
",1,4.211828,-2.2614486
"Signs of this type of poisoning are drooling, vomiting, stomach ache, and diarrhea.
",0,-5.1783543,-1.1173999
"""The List"" peaked at #5 on ""Billboard""'s country album chart — Cash's first top ten album on the chart in 22 years — and hit #22 on the general Billboard Hot 200, topping her previously most successful album on that chart, 1981's ""Seven Year Ache"" which peaked at #26.
",1,5.6516705,-3.6323142
"2-PAM reactivates the acetylcholinesterase enzyme (AChE), thus reversing the effects of VX.
",4,2.3268192,8.871817
"Y chen lo que acʼani tara tor e rum bʼan cocha war ache tichan tut e qʼuin.
",0,-1.7122444,-0.28806195
"Historical documents containing genealogical information regarding the rulers of Tondo during and immediately after the arrival of the Spanish fleet in the early 1570s mostly consist of notarized Spanish documents executed by the direct descendants of rulers such as (Bunao) Lakan Dula of Tondo; Rajah Matanda (Ache) and Rajah Sulayman of Maynila; and Rajah Calamayin of Namayan.
",1,4.872613,-1.7415613
"Feverfew has traditionally been used as a treatment for fever, headache and migraine, women’s conditions such as difficulties in labour and regulation of menstruation, relief of stomach ache, toothache and insect bites.
",0,-5.9415727,-0.9465896
"On 8 November, the Polish Queen Mother became ill with stomach ache.
",0,-5.433761,-1.3924603
"Kitzbühel, situated in the Leukental on the Kitzbüheler Ache river, is a valley town with most of its centre car-free, and with a large selection of up-market shops and cafes.
",1,5.94552,-1.9824295
"As a two-year-old, Bally Ache made sixteen starts.
",1,3.557117,-2.2036204
"I needed to do something to share the ache and share the pain that I've felt for most of my life.
",0,-4.729934,-0.48886973
"The ""Los Angeles Times"" reflected this by saying she ""mixes words like a master, catching lifetimes of ache and ""Angst"""" in her songs while the ""Chicago Tribune"" compared her to Elvis Costello.
",0,-3.7377512,-0.05992258
"Organophosphorus AChE inhibitors can bind temporally to the catalytic site of the enzyme.
",4,1.3258706,7.7757897
"taking advantage of Ache's mother, by taking over territory belonging to Maynila.
",1,2.7996626,-2.1330907
"Note higher vertebrates also encode a closely related paralog BCHE (butyrylcholinesterase) with 50% amino acid identity to ACHE.
",4,0.90408635,6.580683
"Side effects include stomach ache, burping, and a bad taste; some people on very high doses (8g/day) in clinical trials had atrial fibrillation.
",0,-5.773413,-1.5224459
"The waters of the Großarler Ache, a mountain stream, formed the gorge over thousands of years.
",1,5.539187,-2.082563
"besides all, he also wrote some books which is alive in the people's heart such as, ""Tetul bone jochna"", ""asmanira tin bon"",""Darkaker shangshar kingba majhe majhe tobo dekha pai"", ""Tomake"",""opekkha"",""rupa"", ""ni"",""irina"",""Ekti cycle ebong koyekti dahuk pakhi"",""rumali"",""ayna ghor"",""onnodin"",""bohubrihi"",""eishob dinratri"",""badshah namdar"",""megh boleche jabo jabo"",""ele bele"", ""brishti bilash"",""jokhon giyeche dube ponchomir chad"",""ayomoy"",""ondhokarer gaan"",""dighir jole kar chaya go"",""megher chaya"",""rupali dip"",""amar ache jol"",achinpur"",""gouripur jongshon"",""dui duyari"",""moddhanno"",""chayabithi"",""kichukkhon"",""brihonnola"",""nirbashon"",""nil oporajita"",""liluya batash"",""the exorcist"" and so on
",0,-2.351804,-0.05976145
"To prove the sting of a Yiddish insult, one survivor says, “May all your teeth fall out, and may one remain as a tooth ache.”
",0,-4.3414335,-0.59326804
"On 10 March 1996, Zachary Fisher was recognized as the 1996 American College of Healthcare Executives Honorary Fellow at the ACHE's Convocation Ceremony.
",3,1.5560268,5.34773
"But even that made my arm ache like a tooth was busting every time I threw.
",0,-5.9003515,-2.0314314
"In central Africa the tree is known as a remedy for stomach ache and diarrhoea.
",0,-5.851342,-0.71139306
"When Venetian Way ran in the Preakness two weeks later without the help of butazolidin (pain-killing drugs are not legal in Maryland), he did not finish in the money while the sound-legged Bally Ache won.
",1,4.163732,-2.8004098
"""A Slight Ache"" premièred as a radio broadcast in 1959, prior to its first stage production.
",1,4.7941284,-3.4450052
"He began to ache and soon began to vomit.
",0,-4.719917,-0.9613202
"In the east the range is separated from the Stubai Alps by the Ötztaler Ache in the Ötztal, the Timmelsjoch (2474 m) and the Passer river in the Passeier Valley.
",1,5.304484,-2.1248674
"Ache Crawlers instead includes a page classifier which allows it to sort out irrelevant pages of a domain as well as a link classifier which ranks a link by its highest relevance to a topic.
",2,2.8166664,2.8863642
"Oh how my legs used to ache at night through climbing all those stairs during the day!
",0,-5.3666444,-1.4261074
"They are also eaten with vegetables, oil, salt, fish or meat to ease stomach ache, and are used as a topical analgesic.
",0,-5.447688,-1.1632304
"Once Lacalle's victory was known, Ache was appointed Deputy Minister of Foreign Relations by the president-elect, on December 16, 2019; she would accompany Ernesto Talvi, who was appointed Minister.
",1,4.1560016,-2.0399356
"Ostroushko has studied hard through his career, and pulls together these different parts of traditional music—the ache of the blues and country, the stomp of traditional folk, the vibe of jazz—into a cohesive whole... Postcards does suffer from some of the usual instrumental album pitfalls.
",0,-4.1995673,-0.056380313
"Symptoms include a dull ache more often to the left 2 inches above the anus or higher in the rectum and a feeling of constant rectal pressure or burning.
",0,-5.4160886,-0.8613769
"Aurach is located 5 km south of district town of Kitzbühel on the river known as the Kitzbühler Ache and the road to Thurn Pass.
",1,5.0008197,-2.2438438
"Critic Randy Lewis from the ""Chicago Tribune"" noted that the song's ""countrified ache"" represented that part of Charles' career.
",0,-3.6915855,-0.37890303
"The main rivers in Vorarlberg are the Ill (running through the Montafon and Walgau valleys into the Rhine), the Rhine (forming the border with Switzerland), the Bregenzer Ache and the Dornbirner Ach.
",1,6.275981,-1.8105273
"Viacom 18 Motion Pictures distributed ""Keymon & Nani in Space Adventure"", a film based on the Nickelodeon India series ""Keymon Ache"" in 2012.
",1,4.4008703,-2.4089684
"As an organophosphate, phosmet competitively inhibits pseudocholinesterase and acetylcholinesterase (AChE), preventing hydrolysis and inactivation of acetylcholine.
",4,2.3093934,9.115605
"Then Wobble, Ice Cream and Badjelly sing a story about a ""Wiggle-Woggle"", who has a stomach ache.
",0,-5.432447,-1.56447
"Preakness Stakes Winners: Nashua (1955), Tim Tam (1958), Bally Ache (1960), Carry Back (1961), Candy Spots (1963),Northern Dancer(1964), Forward Pass (1968), Spectacular Bid (1979), Snow Chief (1986), and Big Brown (2008).
",1,5.0335145,-3.1587348
"Triple Crown series, Venetian Way ran second to Bally Ache in the Florida Derby.
",1,4.051103,-2.7113082
"These events, and the details Ache's interrogation, were recorded in accounts of Magellan and Elcano's men, including expedition members Rodrigo de Aganduru Moriz, Gines de Mafra, and the expedition's scribe Antonio Pigafetta.
",1,2.8602076,-1.8963081
"Racing Hall of Fame jockey Bill Hartack, finish third behind Bally Ache and Tompion.
",1,3.4152665,-2.5959768
"But such usage is now outdated; the current, unambiguous HGNC names and symbols are acetylcholinesterase (ACHE) and butyrylcholinesterase (BCHE).
",4,2.5539575,8.236329
"Dave Wenger and Emily Bauslaugh had been involved in the British Columbian hardcore/emo scene before forming the band, being in bands M Blanket and Ache Hour Credo, and the band Floragore respectively.
",1,3.3122804,-2.4052649
"Other sub-labels have included Lowell records, which only published local rock, punk, and metal bands from Lowell, Massachusetts; Statutory Tapes, which reissued music originally published by Kinky Music Institute, G.R.O.S.S, ZSF Tapes, and Beast 666 Tapes; Pure, a series of low-cost CDs by new and established harsh noise bands, again to encourage listeners to take a chance on what might be a new name; RRReport, a magazine and CD set that existed for two issues; Stomach Ache, a collaborative label by Lessard and other unknown participants that published cheap vinyl singles of dubious provenance.
",1,4.0716047,-3.0092125
"It is used to treat stomach ache in infants and children.
",0,-5.929667,-0.95828235
"Entered in the Belmont Stakes, the third leg of the Triple Crown, Bally Ache came up lame the day before the race and was withdrawn.
",1,4.2793407,-2.5989585
"At the foot of the steep falls of the summit lie the headwaters of the Almbach, which ends after flowing through the in Berchtesgadener Ache from the south.
",1,5.2345214,-2.086889
"Broadrick chose a reissue of ""Heart Ache"" to pair with ""Dethroned"" because they were written around the same period and contained similarities to his previous band, Godflesh.
",1,4.1976676,-3.2922013
"""We are so thin that our bones ache as we lie on the hard snow"", wrote Shackleton.
",0,-5.2060766,-2.093192
"Cub Koda of AllMusic noted the ""ache"" in her voice that makes the song stand out: ""Cline's reading of the lyric is filled with an aching world weariness that transforms the tune into one of the first big crossover hits without even trying hard.""
",0,-4.2421484,-0.79429376
"In her book ""American Classic Pedigrees (1914–2002)"", author Avalyn Hunter wrote that Bally Ache was ""a crowd favorite"" who ""won hearts by his sheer determination.""
",1,4.3283033,-2.6454055
"When AChE is inactivated, ACh accumulates in the nervous system, which then results in overstimulation of muscarinic and nicotinic receptors.
",4,1.7729532,9.733349
